经纬度,count
"120.2842813125464, 30.16614525882773",330
"120.28309677007043, 30.166183976633402",330
"120.25987498065416, 30.199720126690067",171
"120.37584208978696, 30.229227226695727",185
"120.43257699969449, 30.265919054911876",185
"120.43534827219277, 30.26571022249412",185
"120.43305705415904, 30.26489438370772",185
"120.17385360434088, 30.308555757689508",185
"120.44268500278443, 30.26481203523336",185
"120.43448949212524, 30.264822250814934",185
"120.26270617012996, 30.24398631578379",134
"120.17416053854812, 29.944713175697",127
"113.36268220626921, 23.315316435172562",141
"120.46202237634496, 30.30139112524704",45
"120.46099579280815, 30.30501497660424",131
"120.49621520778511, 30.312942249664346",861
"119.91977524167758, 30.29576159916908",139
"120.49724996590206, 30.351815962734054",165
"120.48108702435268, 30.330847979109347",165
"120.49691301150526, 30.327269981154284",165
"120.50478297624763, 30.353164993672657",165
"120.21397989369144, 30.193943770186443",165
"120.4826109098198, 30.28793829689461",102
"120.25963944494944, 30.24054005831059",142
"120.2917079635196, 30.16144293234766",130
"120.2982042394761, 30.16446694193301",130
"120.31209569606888, 30.151628794037652",130
"120.33272944395493, 30.152982342800396",120
"120.27145430152123, 29.9700718037879",420
"120.29415988840907, 30.177788626613108",137
"120.28366013428625, 30.187291685645967",137
"120.29852897691795, 30.174427915412586",137
"120.56287423764468, 30.33577994940389",360
"120.52252621685017, 30.31850409587445",120
"120.3249084260832, 30.231170235828156",235
"120.03186768818689, 29.904910368100293",90
"120.26882830184155, 30.183331123608568",90
"120.60574317319184, 30.293184830107485",810
"120.27080810610076, 30.167002686363322",120
"119.97218814955617, 31.986301971698325",240
"119.72483441074414, 29.819874612831732",286
"120.53826003785743, 30.23148411000332",300
"120.42589405585302, 30.230604406812255",360
"120.27961793915244, 30.149687686531877",60
"120.56167598792491, 30.226045065730446",120
"120.56116332497037, 30.225303006816624",120
"120.56015250489865, 30.324871425416923",203
"120.56230623907072, 30.332625122618893",203
"120.27408804344506, 29.942927944721642",120
"120.4477826170619, 30.25441006665249",190
"119.69406387044245, 30.208661521332132",190
"120.4478555594693, 30.263724030658935",190
"119.09692559676829, 29.278404502227534",190
"120.4143695148044, 30.146048601687397",102
"120.60627586835928, 30.191948517665587",45
"120.66888506748819, 30.241921212344828",45
"120.23296516113615, 30.19532368631374",45
"120.27396633986697, 30.128265260459788",480
"120.4594103734136, 30.170568461331097",360
"120.45830851187506, 30.170590707585383",810
"120.45977804985884, 30.17139523801148",450
"120.4593517140638, 30.17373424745909",450
"120.3454205245388, 30.174015789666026",550
"120.62577403860608, 30.291830520875404",400
"120.27468318766394, 30.214518954433423",120
"120.45028691316261, 30.26770869446299",120
"120.29009793055405, 30.161855657644466",106
"120.29063520707959, 30.162312252974704",106
"120.26638598882103, 30.04770324473733",70
"120.31453999817373, 29.95393197251902",270
"120.61135848093471, 30.180338372008084",120
"120.61482926393363, 30.17799624275667",120
"120.27792795699654, 30.184961118023757",685
"120.29420300707356, 30.207359093445472",1047
"120.33176232824289, 30.178304231906043",198
"120.57644017796471, 30.165717876218014",480
"120.17881359821422, 30.391765413862526",135
"120.26173213746547, 30.163135040329877",192
"120.52693195622385, 30.31085062928411",90
"120.55579702751487, 30.292195060493484",180
"120.33779840228664, 30.16986415010403",180
"120.25780131540178, 29.71218813959767",180
"120.5079900167488, 30.23771006261024",240
"120.51313272596286, 30.235144267032044",240
"120.21645259908229, 30.07818268758414",113
"120.2691125257049, 30.161187505490627",600
"120.26962626662608, 30.156914002625328",600
"120.32808872204362, 30.173386241495713",130
"120.19348032210617, 30.08119950749933",420
"120.30455112722629, 30.17623359886891",117
"120.25207346679166, 30.208310245168462",120
"120.3537166454151, 30.161149566114382",186
